Array Size,Key Comparisons,CPU Time
100.0,356.0,0.4457869999896502
200.0,812.0,0.6022779998602346
300.0,1308.0,0.8438160002697259
400.0,1824.0,2.1967950001453573
500.0,2272.0,1.4811539999755041
600.0,2916.0,1.7840640002759756
700.0,3504.0,2.122294999935548
800.0,4048.0,2.5053310000657802
900.0,4572.0,2.8355499998724554
1000.0,5044.0,3.100486999755958
1100.0,5732.0,3.489329000331054
1200.0,6432.0,4.943346999880305
1300.0,7072.0,4.254160999607848
1400.0,7708.0,4.621814999609342
1500.0,8288.0,4.930718000196066
1600.0,8896.0,5.583824000041204
1700.0,9516.0,5.696500999874843
1800.0,10044.0,5.98283099998298
1900.0,10608.0,6.379700999787019
2000.0,11088.0,6.758363999779249
2100.0,11748.0,7.143582000026072
2200.0,12564.0,7.479370000055496
2300.0,13292.0,7.893297000009625
2400.0,14064.0,8.358606999991025
2500.0,14752.0,8.67881900012435
2600.0,15444.0,9.082795999802329
2700.0,16164.0,9.552965000239055
2800.0,16816.0,9.906442999636056
2900.0,17484.0,10.28649999989284
3000.0,18076.0,10.904193999976997
3100.0,18676.0,11.068453999996564
3200.0,19392.0,11.481114000162052
3300.0,20076.0,11.809124999672349
3400.0,20732.0,12.406766999902175
3500.0,21340.0,12.694628000190278
3600.0,21888.0,12.8705600000103
3700.0,22536.0,14.382938999915496
3800.0,23116.0,13.68300400008593
3900.0,23664.0,14.238989999739715
4000.0,24176.0,14.729215999977896
4100.0,24624.0,15.070102000208863
4200.0,25596.0,15.430336000008538
4300.0,26480.0,15.675056000418408
4400.0,27328.0,16.153407000274456
4500.0,28148.0,16.637699000057182
4600.0,28884.0,17.099238999890076
4700.0,29748.0,17.66617400016912
4800.0,30528.0,18.287687999873015
4900.0,31284.0,18.542588999935106
5000.0,32004.0,18.81094000009398
5100.0,32668.0,19.225915999868448
5200.0,33488.0,20.427836000180832
5300.0,34288.0,20.15751699991597
5400.0,35028.0,20.902945000216278
5500.0,35756.0,20.900107999750617
5600.0,36432.0,21.240254000076675
5700.0,37156.0,21.59292699980142
5800.0,37868.0,22.481077000065852
5900.0,38500.0,22.641796999778308
6000.0,39152.0,22.922517000097287
6100.0,39736.0,23.294991000057053
6200.0,40452.0,23.8604649998706
6300.0,41268.0,24.236203000327805
6400.0,41984.0,24.390951999976096
6500.0,42768.0,24.975842999992892
6600.0,43452.0,25.59039399966423
6700.0,44148.0,26.052048000110517
6800.0,44864.0,26.366789999883622
6900.0,45512.0,26.634759999978996
7000.0,46180.0,27.00619600000209
7100.0,46768.0,27.26727400022355
7200.0,47376.0,27.773463999892556
7300.0,48100.0,28.39323600028365
7400.0,48772.0,28.72438999975202
7500.0,49432.0,29.050475000076403
7600.0,50032.0,29.796708000048966
7700.0,50592.0,30.118921999928716
7800.0,51228.0,30.191028999979608
7900.0,51808.0,30.64707100020314
8000.0,52352.0,31.034881999858044
8100.0,52872.0,31.549701999665558
8200.0,53348.0,31.754839999848627
8300.0,54412.0,32.52351200035264
8400.0,55392.0,32.83417800003008
8500.0,56344.0,33.771182999771554
8600.0,57260.0,34.028905000013765
8700.0,58088.0,34.17898099996819
8800.0,59056.0,34.76168300039717
8900.0,59944.0,35.30079400024988
9000.0,60796.0,35.63562799990905
9100.0,61616.0,36.42500799969639
9200.0,62368.0,36.379857000156335
9300.0,63304.0,36.98124399988956
9400.0,64196.0,37.53293699992355
9500.0,65040.0,38.026864000130445
9600.0,65856.0,38.54458900013924
9700.0,66640.0,38.7789609999345
9800.0,67468.0,39.39465100029338
9900.0,68276.0,39.85198400005174
10000.0,69008.0,39.963441000054445
