Array Size,Key Comparisons,CPU Time
100.0,502.0,0.5161080002835661
200.0,1214.0,0.8964960002231237
300.0,1988.0,1.361890000225685
400.0,2816.0,2.0220549999976356
500.0,3655.0,1.7411539997738146
600.0,4607.0,2.05918500023472
700.0,5481.0,2.558027000304719
800.0,6423.0,3.136127999823657
900.0,7380.0,3.333495999868319
1000.0,8349.0,3.7335609999900043
1100.0,9345.0,4.210795000290091
1200.0,10331.0,4.642180000246299
1300.0,11353.0,5.45242899988807
1400.0,12359.0,5.640041999868117
1500.0,13398.0,6.191476999902079
1600.0,14413.0,6.415328999992198
1700.0,15459.0,6.972161000248889
1800.0,16526.0,7.500863000132085
1900.0,17644.0,9.212125999965792
2000.0,18677.0,13.370616999964113
2100.0,19797.0,14.817413999935525
2200.0,20846.0,14.388849000170012
2300.0,21964.0,11.099456000010832
2400.0,23083.0,10.261553999953321
2500.0,24157.0,10.789824999847042
2600.0,25311.0,11.356954000348196
2700.0,26504.0,12.461740999697213
2800.0,27579.0,12.204722000205948
2900.0,28660.0,13.105117000122846
3000.0,29850.0,13.876157000140665
3100.0,30924.0,14.355741999679594
3200.0,32082.0,14.549067000189098
3300.0,33211.0,16.296937999868533
3400.0,34335.0,15.25407200006157
3500.0,35516.0,16.086135000023205
3600.0,36730.0,18.838495000181865
3700.0,37790.0,16.957298000306764
3800.0,38983.0,17.130672999883245
3900.0,40115.0,17.885866000142414
4000.0,41337.0,18.656129000191868
4100.0,42485.0,18.6387039998408
4200.0,43601.0,19.169845999840618
4300.0,44858.0,19.894072999704804
4400.0,46161.0,20.141334000072675
4500.0,47360.0,22.012962000189873
4600.0,48510.0,21.175681999920926
4700.0,49720.0,22.18500800017864
4800.0,50942.0,22.30342099983318
4900.0,52080.0,23.3035920000475
5000.0,53430.0,23.44249600037074
5100.0,54623.0,23.808562999874994
5200.0,55723.0,24.672307999935583
5300.0,57039.0,27.273858999706135
5400.0,58296.0,26.712413000041124
5500.0,59401.0,27.22864200040931
5600.0,60714.0,28.05497400004242
5700.0,61877.0,28.274387000237766
5800.0,63186.0,28.11038300023938
5900.0,64310.0,27.854645999923378
6000.0,65493.0,29.459557000336645
6100.0,66738.0,29.112542999882862
6200.0,68101.0,29.49660900003437
6300.0,69252.0,30.06232400002773
6400.0,70569.0,30.96377100018799
6500.0,71743.0,30.944620999889594
6600.0,72988.0,32.01442399995358
6700.0,74321.0,32.06756999998106
6800.0,75612.0,33.10743299971364
6900.0,76730.0,33.387016000233416
7000.0,77927.0,34.41097599989007
7100.0,79273.0,34.726433000287216
7200.0,80614.0,35.11826400017526
7300.0,81847.0,35.87349500003256
7400.0,83043.0,36.48830400015868
7500.0,84292.0,37.50922500012166
7600.0,85628.0,36.90748199960581
7700.0,86752.0,37.39727900028811
7800.0,88009.0,37.78226499980519
7900.0,89360.0,38.23637799996504
8000.0,90643.0,39.1734190002353
8100.0,91890.0,39.514377000159584
8200.0,93150.0,40.45928699997603
8300.0,94448.0,40.922975999819755
8400.0,95731.0,41.417837999688345
8500.0,97105.0,42.01303299987558
8600.0,98272.0,42.45923799999218
8700.0,99723.0,43.37066799962486
8800.0,101067.0,43.56993200008219
8900.0,102205.0,44.20616400011568
9000.0,103584.0,44.70245499987868
9100.0,104832.0,45.820269999694574
9200.0,106198.0,46.4229389999673
9300.0,107434.0,46.95439899978737
9400.0,108919.0,48.46579200011547
9500.0,110115.0,47.631492000164144
9600.0,111387.0,48.9428850000877
9700.0,112613.0,48.9787910000814
9800.0,114027.0,49.21755699979258
9900.0,115413.0,50.15669800013711
10000.0,116719.0,50.33494100007374
