Array Size,Key Comparisons,CPU Time
100.0,316.0,0.47526699972877395
200.0,732.0,0.48255100000460516
300.0,1180.0,0.7730050001555355
400.0,1664.0,1.0210109999206907
500.0,2216.0,1.3532319999285392
600.0,2660.0,1.8023069997070706
700.0,3172.0,1.9461460001366504
800.0,3728.0,2.1991759999764326
900.0,4304.0,2.5301749997197476
1000.0,4932.0,2.8182640003251436
1100.0,5420.0,4.403099000228394
1200.0,5920.0,3.576495999823237
1300.0,6480.0,3.8319919999594276
1400.0,7044.0,4.172555999957694
1500.0,7664.0,4.526742000052764
1600.0,8256.0,4.869929000051343
1700.0,8836.0,5.267212000035215
1800.0,9508.0,5.760084000030474
1900.0,10144.0,5.703854999865143
2000.0,10864.0,6.1391909998747
2100.0,11456.0,6.756785999641579
2200.0,11940.0,6.8256590002420126
2300.0,12512.0,7.195785000021715
2400.0,13040.0,7.857060000333149
2500.0,13652.0,7.915737000075751
2600.0,14260.0,8.251103999555198
2700.0,14840.0,8.519242000147642
2800.0,15488.0,8.864296000410832
2900.0,16120.0,9.39331499967011
3000.0,16828.0,9.833966999849508
3100.0,17528.0,10.33490100007839
3200.0,18112.0,10.385904000031587
3300.0,18728.0,10.66231400000106
3400.0,19372.0,10.935445999621152
3500.0,20064.0,11.309045999951195
3600.0,20816.0,11.702867000167316
3700.0,21468.0,12.099353999929008
3800.0,22188.0,12.24909300026411
3900.0,22940.0,12.814379000246845
4000.0,23728.0,13.673324000137654
4100.0,24584.0,13.5531149999224
4200.0,25012.0,14.051464999738528
4300.0,25528.0,15.322710999953415
4400.0,26080.0,15.454682999916258
4500.0,26660.0,15.483716999824537
4600.0,27324.0,15.65860300024724
4700.0,27860.0,15.69517400002951
4800.0,28480.0,16.084734000287426
4900.0,29124.0,16.363625999929354
5000.0,29804.0,16.603167000084795
5100.0,30540.0,17.096997999942687
5200.0,31120.0,17.609325000194076
5300.0,31720.0,17.789820000416512
5400.0,32380.0,18.286122000063187
5500.0,33052.0,18.664794999949663
5600.0,33776.0,18.83949000011853
5700.0,34452.0,19.432026000231417
5800.0,35140.0,20.193527000174072
5900.0,35908.0,20.041514999775245
6000.0,36656.0,22.690663000048517
6100.0,37472.0,21.067452999886882
6200.0,38156.0,21.047536999958538
6300.0,38740.0,21.57284599979903
6400.0,39424.0,22.17907699969146
6500.0,40040.0,22.212076999949204
6600.0,40756.0,22.703192999870225
6700.0,41460.0,23.196391000055883
6800.0,42144.0,23.82884100006777
6900.0,42896.0,23.862871000346786
7000.0,43628.0,24.170700000013312
7100.0,44440.0,24.69582999992781
7200.0,45232.0,25.148166000235506
7300.0,45908.0,25.27570399979595
7400.0,46636.0,25.690983000004053
7500.0,47376.0,26.58993900013229
7600.0,48176.0,26.668384000004153
7700.0,49016.0,27.143896999859862
7800.0,49780.0,27.368577000288496
7900.0,50600.0,27.906147000066994
8000.0,51456.0,28.212277999955404
8100.0,52336.0,28.572662999977183
8200.0,53268.0,29.17260799995347
8300.0,53704.0,29.379592000168486
8400.0,54224.0,29.95748300008927
8500.0,54772.0,30.26000899990322
8600.0,55356.0,30.603846999838424
8700.0,56028.0,30.873411999891687
8800.0,56560.0,31.35960800000248
8900.0,57172.0,31.530933000340156
9000.0,57820.0,31.88909299979059
9100.0,58500.0,32.445401000131824
9200.0,59248.0,32.87084799967488
9300.0,59812.0,33.22657299986531
9400.0,60420.0,33.67300099989734
9500.0,61076.0,34.192507000170735
9600.0,61760.0,34.415370999795414
9700.0,62476.0,34.739407999950345
9800.0,63148.0,35.28735300005792
9900.0,63840.0,35.32605300006253
10000.0,64608.0,36.5271330001633
